ID,Catalog#,Artist,Artist2,Title,Label,Format,Rating,Released,release_id,CollectionFolder,Date Added,Collection Media Condition,Collection Sleeve Condition,Collection Notes,Collection Cost,Collection Autographed, Min , Median , Max ,Genre,Subgenre
47,NED041,Deathspell Omega,Deathspell Omega,The Synarchy Of Molten Bones ,Norma Evangelium Diaboli,"12"", Album",,2016,9292344,Vinyl,5/27/19 12:42,,,,20,,10,16.48,29.99,Metal,Black Metal
157,SPIN076,Khemmis,Khemmis,Hunted,20 Buck Spin,"LP, Album",,2016,9222656,Vinyl,1/18/17 15:05,,,,18,Yes,10,15,23.33,Metal,Doom Metal
87,"DDR151LP, none",Ripper,Ripper,Experiment Of Existence,"Dark Descent Records, Unspeakable Axe Records","LP, Album",,2016,8114030,Vinyl,6/6/18 10:47,,,,17,,10,18.02,24,Metal,Death Metal
89,DMP0132,Latitudes,Latitudes,Old Sunlight,Debemur Morti Productions,"LP, Album",,2016,8013199,Vinyl,6/3/18 15:20,,,,18,,10.26,17,27.62,Metal,Post Metal
162,BLOOD-087R,Gost (2),Gost (2),Behemoth,Blood Music (2),"LP, Album, RP",,2016,9147501,Vinyl,1/2/17 11:16,,,,20,,10.87,24.4,29,Electronic,Outrun
173,HCH-018,Scientist (8),Scientist (8),10100II00101,Hell Comes Home,"2xLP, Album, Ltd, Gre",,2016,8867165,Vinyl,11/13/16 17:47,,,,20,,11.25,11.59,15.58,Metal,Sludge Metal
206,DW187,Bossk,Bossk,Audio Noir,Deathwish,"LP, Album, Pur",5,2016,8320671,Vinyl,4/7/16 11:03,,,Used trade money,15,,11.84,20.92,25,Metal,Post Metal
16,relic75,Krallice,Krallice,Hyperion,Gilead Media,"12"", EP",,2016,9015759,Vinyl,2/22/20 15:57,,,,16,,12,15.59,23.58,Metal,Black Metal
167,RR6427,The Dillinger Escape Plan,The Dillinger Escape Plan,Calculating Infinity,"Relapse Records, Party Smasher Inc.","LP, Album, RE, RP",,2016,7963972,Vinyl,12/2/16 21:07,,,,13,,12,23.69,26.97,Metal,Progressive Metal
21,"NSP 145, NSP 145-CD",Saor,Saor,Guardians,"Northern Silence Productions, Northern Silence Productions","CD, Album",,2016,9339377,CD,7/21/19 20:29,,,,10,Yes,12.09,14.18,18.66,Metal,Black Metal
215,RR6717,Pig Destroyer,Pig Destroyer,Phantom Limb,Relapse Records,"LP, Album, Ltd, RE, Whi",5,2016,8078473,Vinyl,2/12/16 10:25,,,,21,Yes,12.99,19.47,22.08,Metal,Grindcore
153,88875199271,Tiamat,Tiamat,Wildhoney,Century Media,"LP, Album, RE, RM, 180",,2016,8267989,Vinyl,2/11/17 20:01,,,,18,,13.49,24.94,29,Metal,Gothic Metal
164,MOSH097FDR,Carcass,Carcass,Heartwork,Earache,"LP, Album, RE, RM",,2016,9332050,Vinyl,12/5/16 20:58,,,,22,,14,20.95,24.99,Metal,Death Metal
175,"NB 3483, 3483",Meshuggah,Meshuggah,The Violent Sleep Of Reason,"Nuclear Blast, Nuclear Blast","2xLP, Album, Ltd, Spl",,2016,9157536,Vinyl,10/27/16 7:16,,,,28,,14,32.5,39.99,Metal,Djent
64,PFL-163.5,Geryon (3),Geryon (3),The Wound And The Bow,Profound Lore Records,"LP, Album, Ltd",,2016,8533900,Vinyl,1/11/19 17:24,,,,5.5,,15,20.57,29.2,Metal,Black Metal
112,88875186381,Opeth,Opeth,Lamentations Live At Shepherd's Bush Empire ,Sony Music,"3xLP, Album, RM, 180",,2016,8803337,Vinyl,1/6/18 14:26,,,,30,,15.05,28.05,39.98,Metal,Progressive Metal
132,TL23-1,Rosetta (2),Rosetta (2),Wake/Lift,Translation Loss Records,"2xLP, Album, RE, Aqu",,2016,8825837,Vinyl,4/27/17 19:00,,,,15,,15.85,24.99,30,Metal,Post Metal
219,"NH-089, NS-04",Mgła,Mgła,Exercises In Futility,"Northern Heritage, No Solace","LP, Album",5,2016,7873071,Vinyl,1/8/16 12:57,,,,20.72,,16.56,23.66,33,Metal,Black Metal
80,"NVP039LP, BR035LP",Waldgeflüster / Panopticon (6),Panopticon (6),Waldgeflüster / Panopticon,"Nordvis Produktion, Bindrune Recordings","LP, Ltd, Mil",,2016,9184880,Vinyl,8/4/18 8:28,,,,15,,16.67,20,24.99,Metal,Black Metal
63,"NE 3822, 3822",Opeth,Opeth,Sorceress,"Nuclear Blast Entertainment, Nuclear Blast Entertainment, Moderbolaget Records, Moderbolaget Records","2xLP, Album",,2016,9160056,Vinyl,1/20/19 12:10,,,,20,,18.67,24,31,Metal,Progressive Metal
171,RR7355,Ulcerate,Ulcerate,Shrines Of Paralysis,Relapse Records,"2xLP, Album, Ltd, Gol",,2016,9231142,Vinyl,11/25/16 15:10,,,,25,Yes,18.68,32,56.04,Metal,Death Metal
161,BLOOD-165,Gost (2),Gost (2),Non Paradisi,Blood Music (2),"2xLP, Album, Ltd, Bla",,2016,9139910,Vinyl,1/2/17 11:17,,,,30,Yes,19,22.96,29.99,Electronic,Outrun
158,BLOOD-160,Perturbator,Perturbator,The Uncanny Valley,Blood Music (2),"2xLP, Album, Ltd, Pur",,2016,8414087,Vinyl,1/12/17 20:06,,,,30,Yes,19.63,38.7,79.99,Electronic,Outrun
216,RR6618,Pig Destroyer,Pig Destroyer,Terrifyer,Relapse Records,"LP, Album, Ltd, RE, Whi",5,2016,8078374,Vinyl,2/12/16 10:24,,,,21,Yes,19.99,22.3,26.79,Metal,Grindcore
155,PFL127.5,Artificial Brain,Artificial Brain,Labyrinth Constellation,Profound Lore Records,"LP, Album, Ltd, RE, Gre",,2016,8503275,Vinyl,2/5/17 5:54,,,,20,Yes,20,34.75,50,Metal,Death Metal
14,"SVART003, SPIN 080",Oranssi Pazuzu,Oranssi Pazuzu,Värähtelijä,"Svart Records, 20 Buck Spin","2xLP, Ltd, Blu",,2016,11636087,Vinyl,2/22/20 15:59,,,,25,,20,24.17,26.37,Metal,Black Metal
111,PEL035,Cult Of Luna,Cult Of Luna,Eternal Music,Pelagic Records,"LP, Album, RP",,2016,8551959,Vinyl,1/6/18 14:26,,,,30,,20.22,24.72,27.62,Metal,Post Metal
133,SPIN072,Obsequiae,Obsequiae,Aria Of Vernal Tombs,20 Buck Spin,"LP, Album, Cle",,2016,8556349,Vinyl,4/27/17 18:58,,,,15,,20.78,28.5,36.66,Metal,Black Metal
49,NED 005,Deathspell Omega,Deathspell Omega,"Si Monvmentvm Reqvires, Circvmspice.",Norma Evangelium Diaboli,"2xLP, Album, RP",,2016,9858998,Vinyl,5/27/19 12:41,,,,22,,21.11,24.72,27,Metal,Black Metal
217,ROBO-105,Isis (6),Isis (6),Celestial,Robotic Empire,"2xLP, Album, Ltd, RE, RM, Cle",4,2016,8086653,Vinyl,2/12/16 10:24,,,,27,,22,24.39,26.5,Metal,Post Metal
202,MOSH 283LP,Cult Of Luna,Cult Of Luna,Salvation,Earache,"2xLP, Album, Ltd, RE, Whi",4,2016,8356773,Vinyl,4/8/16 12:09,,,,45,,24,51.12,56.18,Metal,Post Metal
174,03185-1,Caspian (3),Caspian (3),Dust And Disquiet,Triple Crown Records,"LP + LP, S/Sided + Album, Ltd, Pil",,2016,9262814,Vinyl,11/13/16 17:46,,,,25,Yes,24.5,24.99,29.61,Rock,Post Rock
204,none,Au Revoir,Au Revoir,Veles,Not On Label (Au Revoir Self-released),"LP, Album",4,2016,8202142,Vinyl,4/8/16 11:41,,,,13,,25,29.99,30.34,Metal,Post Metal
166,RR7340,Inter Arma,Inter Arma,Paradise Gallows,Relapse Records,"2xLP, Album, Ltd, Blu",,2016,8707949,Vinyl,12/2/16 21:11,,,,16,Yes,25,32.99,50,Metal,Sludge Metal
138,"NVP035LP, BR032LP",Nechochwen,Nechochwen,Heart Of Akamon,"Nordvis Produktion, Bindrune Recordings","LP, Album, Ltd, Sil",,2016,9297763,Vinyl,4/24/17 6:25,,,,19,Yes,26.99,26.99,26.99,Metal,Black Metal
159,BLOOD-093R,Perturbator,Perturbator,I Am The Night,Blood Music (2),"2xLP, Album",,2016,8520401,Vinyl,1/12/17 20:05,,,,30,Yes,27.81,35.1,49.45,Electronic,Outrun
201,MOSH 344LP,Cult Of Luna,Cult Of Luna,Somewhere Along The Highway,Earache Records,"2xLP, Album, Dlx, Ltd, RE, Gol",5,2016,8359989,Vinyl,4/8/16 12:09,,,,45,,28,59.2,79.99,Metal,Post Metal
203,"INDIE168LP, INDIE168LPL4",Cult Of Luna And Julie Christmas,Cult Of Luna,Mariner,"Indie Recordings, Indie Recordings","2xLP, Album, Ltd, Blu",5,2016,8362372,Vinyl,4/8/16 12:08,,,,30,Yes,29.03,40.86,53.71,Metal,Post Metal
172,WT-69-2,Ulcerate,Ulcerate,Everything Is Fire,Willowtip,"2x12"", Album, Ltd, Ora",,2016,8051533,Vinyl,11/25/16 15:09,,,,24,,29.67,50,61.8,Metal,Death Metal
199,"IOMLP 449, 88985307961",Haken (2),Haken (2),Affinity,"Inside Out Music, Inside Out Music","2xLP, Album, Ora + CD, Album + Ltd",4,2016,8497688,Vinyl,5/9/16 10:08,,,,14,,30,41.98,109.88,Metal,Progressive Metal
37,blood - 177,Astronoid,Astronoid,Air,Blood Music (2),"LP, Album, Ltd, Swi",,2016,9528258,Vinyl,6/18/19 10:17,,,,30,Yes,32.97,42,60,Metal,Progressive Metal
144,BLOOD-059R,Perturbator,Perturbator,Dangerous Days,Blood Music (2),"2xLP, Album, Ltd, RP",5,2016,8415227,Vinyl,4/19/17 10:12,,,,20,,33.46,46.78,55.76,Electronic,Outrun
170,"SOM 380LP, SOM 380LPA",Zhrine,Zhrine,Unortheta,"Season Of Mist, Season Of Mist","LP, Album, Ltd, Sil",,2016,9352336,Vinyl,12/2/16 21:03,,,,26,Yes,34.99,34.99,34.99,Metal,Black Metal
109,INDIE094LPL,Cult Of Luna,Cult Of Luna,Vertikal + II,Indie Recordings,"2xLP, Album, Cle + 12"", EP, Cle + Comp, Ltd",,2016,8449810,Vinyl,1/6/18 14:27,,,,30,,38.89,49.99,77.78,Metal,Post Metal
187,"NB 3446-5, 3446-5",Meshuggah,Meshuggah,25 Years Of Musical Deviance,"Nuclear Blast, Nuclear Blast","Box, Comp, Ltd + 12"", EP, RE, Cle + 2xLP, Album, R",5,2016,8808750,Vinyl,7/28/16 20:17,,,,232,,389,514.17,799.99,Metal,Djent
186,none,Sioum,Sioum,Yet Further,Not On Label,"2xLP, Ltd",,2016,8816222,Vinyl,7/28/16 20:18,,,,40,,,,,Metal,Progressive Metal
93,"AA120, HALO101",Hexis (2),Hexis (2),Tando Ashanti,"Alerta Antifascista, Halo Of Flies","LP, Album",,2017,10215940,Vinyl,4/29/18 19:41,,,,6,,5,13.16,15.56,Metal,
85,YOTZ#2017-002,Suffering Hour,Suffering Hour,In Passing Ascension,Blood Harvest,"LP, Album",,2017,10399291,Vinyl,6/9/18 22:06,,,,15,,8.88,18.88,25,Metal,Black Metal
101,OLE-1129-1,Julien Baker,Julien Baker,Turn Out The Lights,Matador,"LP, Album",,2017,11057018,Vinyl,2/21/18 9:46,,,,18,,9.95,16.87,19.99,Rock,Folk
152,M 7512 1,Black Sites (2),Black Sites (2),In Monochrome,Mascot Records (2),"LP, Album",5,2017,9815245,Vinyl,2/11/17 20:01,,,,20,,9.99,17.12,28.42,Metal,Heavy Metal
32,88985355381,Cynic (2),Cynic (2),Uroboric Forms - The Complete Demo Recordings,Century Media,"LP, Red + 7"", Red + Comp + CD, Comp + Ltd, RM",,2017,9811577,Vinyl,7/21/19 20:22,,,,12,,10,27,28,Metal,Progressive Metal
120,"BLOOD 200, VOID 001",Perturbator,Perturbator,New Model,"Blood Music (2), Music Of The Void","12"", EP",5,2017,10895884,Vinyl,10/19/17 12:19,,,,20,,10.99,26.92,36.95,Electronic,Outrun
130,INDIE194DVDLTD,Cult Of Luna,Cult Of Luna,Years In A Day,Indie Recordings,"CD, Album, Liv + DVD-V, PAL, Liv + CD, Album, Liv ",5,2017,10153253,CD,4/27/17 19:01,,,,40,,11.65,20.5,32.99,Metal,Post Metal
91,SPIN091,Acephalix,Acephalix,Decreation,20 Buck Spin,"LP, Album",,2017,10946608,Vinyl,5/29/18 18:20,,,,15,,11.9,18.5,27.47,Metal,Death Metal
107,LORD236,Power Trip (3),Power Trip (3),Nightmare Logic,Southern Lord,"LP, Album",5,2017,9847327,Vinyl,1/28/18 18:16,,,,15,,11.99,14.99,20.54,Metal,Thrash Metal
122,VR 131,Vukari,Vukari,Matriarch,Vendetta Records (3),"LP, Album, Cle",5,2017,9876021,Vinyl,9/21/17 11:44,,,,20,,12,16.72,16.73,Metal,Black Metal
92,"AA125, HALO102",Archivist (2),Archivist (2),Construct,"Alerta Antifascista, Halo Of Flies","2xLP, Album",,2017,10298972,Vinyl,4/29/18 19:42,,,,11,,13,19.78,25.27,Metal,Post Metal
108,88985390921,Judas Priest,Judas Priest,Painkiller,"Columbia, Legacy, Sony Music","LP, Album, RE",5,2017,11203096,Vinyl,1/28/18 18:14,,,,16,,14.02,17.28,29.32,Metal,Heavy Metal
135,"NVP055, BR044",Falls Of Rauros,Falls Of Rauros,Vigilance Perennial,"Nordvis Produktion, Bindrune Recordings","LP, Album, Mil",,2017,10042255,Vinyl,4/24/17 6:27,,,,15,Yes,14.98,23.98,28.88,Metal,Black Metal
121,VR124,Vukari,Vukari,Divination,Vendetta Records (3),"LP, Album, Red",5,2017,9733913,Vinyl,9/21/17 11:44,,,,20,,14.99,20.83,27.67,Metal,Black Metal
150,RR6628,Necrophagist,Necrophagist,Epitaph,Relapse Records,"LP, Album, RE",5,2017,9820059,Vinyl,3/12/17 13:03,,,,21,,15.52,22.24,27.17,Metal,Technical Death Metal
137,PFL183LP,Artificial Brain,Artificial Brain,Infrared Horizon,Profound Lore Records,"LP, Album, Cle",,2017,10137189,Vinyl,4/24/17 6:26,,,,25,,16.2,23.99,27.78,Metal,Death Metal
100,19075803641,Hans Zimmer & Benjamin Wallfisch,Hans Zimmer & Benjamin Wallfisch,Blade Runner 2049 - Original Motion Picture Soundtrack,"Epic, Alcon Sleeping Giant","2xLP, Album, 150",,2017,11343552,Vinyl,2/21/18 9:46,,,,22,,18,24.39,25.33,Electronic,Synthwave
29,YOTZ#2017-023,Tomb Mold,Tomb Mold,The Bottomless Perdition + The Moulting,Blood Harvest,"LP, Comp",,2017,11507280,Vinyl,7/21/19 20:23,,,,21,Yes,18.33,23.82,40,Metal,Death Metal
71,"SVR226, SPIN059",Oranssi Pazuzu,Oranssi Pazuzu,Valonielu,"Svart Records, 20 Buck Spin","LP, Album, RE",,2017,10341101,Vinyl,12/18/18 14:36,,,,15,,18.71,22.06,26.56,Metal,Black Metal
65,NDRV048,Vattnet,Vattnet,Vattnet,New Damage Records,"LP, Album, Pin",,2017,10926131,Vinyl,1/11/19 17:23,,,,14.5,,18.9,18.9,18.9,Rock,Alternative Rock
127,INDIE 190LLP,Cult Of Luna,Cult Of Luna,Live At La Gaîté Lyrique: Paris,Indie Recordings,"3xLP, Album, Ltd, Num, Ora",5,2017,10141840,Vinyl,4/27/17 19:02,,,,35,,19.23,23.08,49.98,Metal,Post Metal
117,EOM-LP-5422,The Contortionist (2),The Contortionist (2),Clairvoyant,"eOne, Good Fight Music","2xLP, Album, Ltd, Bla",5,2017,10850318,Vinyl,11/11/17 14:06,,,,27,,19.99,31,35.98,Metal,Djent
139,HOM 010,Ulver,Ulver,The Assassination Of Julius Caesar,House Of Mythology,"LP, Album",,2017,10082108,Vinyl,4/24/17 6:24,,,,30,,19.99,24.98,29.99,Electronic,Synthpop
116,DDR192LP,Spectral Voice,Spectral Voice,Eroded Corridors Of Unbeing ,Dark Descent Records,"LP, Album",5,2017,10941375,Vinyl,11/26/17 7:31,,,,17,,20,28.04,44.43,Metal,Death Metal
124,EISEN104,Uada,Uada,Devoid Of Light,Eisenwald Tonschmiede,"LP, Album, RP, Sil",5,2017,9983076,Vinyl,5/30/17 22:16,,,,20,,20.65,22.82,30.5,Metal,Black Metal
154,ROBO118,Isis (6),Isis (6),Wavering Radiant,Robotic Empire,"2xLP, Ltd, RM, Blu",,2017,9808123,Vinyl,2/9/17 17:39,,,,28,,21,32.58,43.48,Metal,Post Metal
126,SPV 279701 2LP,Uneven Structure,Uneven Structure,La Partition,Long Branch Records,"2xLP, Album, Red + CD, Album",5,2017,10097604,Vinyl,5/10/17 19:21,,,,30,,21.62,22.85,34.24,Metal,Djent
123,PROS102841,Without Waves,Without Waves,Lunar,Prosthetic Records,"2x12"", Album, Ltd, Cle",5,2017,10363398,Vinyl,6/30/17 17:31,,,,25,,23.99,28.9,33.81,Metal,Progressive Metal
115,MOSH359LPUS ,Cult Of Luna,Cult Of Luna,Eternal Kingdom,Earache,"2xLP, Album, RE, Gol",5,2017,11241685,Vinyl,12/16/17 9:13,,,,31.75,,24.25,45.44,64.52,Metal,Post Metal
99,WT-111,Ulcerate,Ulcerate,The Destroyers Of All,Willowtip,"2xLP, Album, RP",,2017,11278076,Vinyl,3/25/18 14:17,,,,24,,25.65,33.66,34.99,Metal,Death Metal
114,MOSH271LPUS,Cult Of Luna,Cult Of Luna,Cult Of Luna,Earache,"2xLP, Album, Ltd, RE, Red",5,2017,11336938,Vinyl,12/28/17 17:52,,,,32,,25.99,29.86,29.86,Metal,Post Metal
129,INDIE194RB1,Cult Of Luna,Cult Of Luna,Live At Roadburn (2013),Indie Recordings,"2xLP, Album, Ltd",5,2017,10153178,Vinyl,4/27/17 19:02,,,,35,,26.09,32.03,54.35,Metal,Post Metal
140,"BR039LP, NVP044LP",Panopticon (6),Panopticon (6),Revisions Of The Past,"Bindrune Recordings, Nordvis Produktion","2xLP, Comp, Ltd, RM",,2017,9835675,Vinyl,4/24/17 6:23,,,,25,,27.88,45,59.99,Metal,Black Metal
128,INDIE194RB2,Cult Of Luna,Cult Of Luna,Somewhere Along The Highway At Roadburn (2016),Indie Recordings,"2xLP, Album, Ltd",5,2017,10153097,Vinyl,4/27/17 19:02,,,,35,,28.26,44.99,54.35,Metal,Post Metal
58,5760674,Carpenter Brut,Carpenter Brut,Trilogy,"Caroline International, No Quarter (2), Les Airs à Vif","3xLP, Comp, RE",,2017,10500343,Vinyl,5/2/19 19:51,,,,36,,32.61,35.85,69.98,Electronic,Outrun
134,OTS-LP4,Outrun The Sunlight,Outrun The Sunlight,Red Bird,Not On Label (Outrun The Sunlight Self-released),"LP, Ltd, Cle",5,2017,10173598,Vinyl,4/27/17 14:12,,,,25,,38,43.85,49.69,Metal,Djent
148,IPC-181LP,Isis (6),Isis (6),Live VII - 02.25.10,Ipecac Recordings,"2xLP, Album, Ltd, Num, S/Edition, Yel",5,2017,9935167,Vinyl,4/2/17 18:02,,,,18,,60,65.96,90,Metal,Post Metal
75,RELIC93,Yellow Eyes (2),Yellow Eyes (2),Immersion Trench Reverie,Gilead Media,"LP, Album, Ltd, Gol",,2017,11076921,Vinyl,8/16/18 12:47,,,,15,,60,69.5,79,Metal,Black Metal
72,SOM 442LP,Erdve,Erdve,Vaitojimas,Season Of Mist,"LP, Album",,2017,11534929,Vinyl,12/18/18 12:50,,,,14,,,,,Metal,Hardcore
68,DW208v,Cult Leader,Cult Leader,A Patient Man,Deathwish,"LP, Album",,2018,12765885,Vinyl,12/18/18 14:38,,,,20,,5,19.98,25.97,Metal,Hardcore
76,DW203v,Thou (2),Thou (2),Rhea Sylvia,Deathwish,"12"", EP",5,2018,12300422,Vinyl,8/4/18 8:32,,,,15,,8.74,14.24,24.07,Metal,Sludge Metal
104,none,Tiny Moving Parts,Tiny Moving Parts,Swell,Triple Crown Records,"LP, Album, Pin",5,2018,11459927,Vinyl,2/18/18 16:05,,,,12,,9,17.17,24,Rock,Hardcore
73,SPIN093,Spirit Adrift,Spirit Adrift,Curse Of Conception,20 Buck Spin,"LP, Album, Oli",,2018,12305606,Vinyl,12/18/18 12:39,,,,15,,12,21,23.99,Metal,Doom Metal
77,raw-13,Thou (2),Thou (2),The House Primordial,Raw Sugar Records,"12"", EP, Ltd",5,2018,12075927,Vinyl,8/4/18 8:31,,,,10,,12,15.74,27.47,Metal,Sludge Metal
55,SH197,Emma Ruth Rundle,Emma Ruth Rundle,On Dark Horses,Sargent House,"LP, Album",,2018,12498445,Vinyl,5/19/19 12:21,,,,20,,12.99,20.78,30.66,Rock,Rock
98,19075811241,Glassjaw,Glassjaw,Material Control,RED MUSIC (4),"LP, Album, Ltd, Num, 180",,2018,11785626,Vinyl,4/10/18 19:54,,,,20,,13.99,26.95,39.99,Rock,Post Hardcore
79,"SPIN081, OPLP338",Mournful Congregation,Mournful Congregation,The Incubus Of Karma,"20 Buck Spin, Osmose Productions","2xLP, Album, Ltd",5,2018,11750808,Vinyl,8/4/18 8:30,,,,27,Yes,14,20.32,23.91,Metal,Doom Metal
60,AOR030,"Thou (2), Ragana (2)",Thou (2),Let Our Names Be Forgotten,An Out Recordings,"12"", EP, Tra",,2018,12579088,Vinyl,4/14/19 8:37,,,,15,,14,14.05,14.99,Metal,Sludge Metal
84,DDR193LP,Thantifaxath,Thantifaxath,Void Masquerading As Matter,Dark Descent Records,"LP, EP",,2018,11324972,Vinyl,6/9/18 22:07,,,,15,,14.98,16.83,20,Metal,Black Metal
69,DW183v,Cult Leader,Cult Leader,Lightless Walk,Deathwish,"LP, Album, RP, Oxb",,2018,11456912,Vinyl,12/18/18 14:38,,,,15,,14.99,18.86,21.98,Metal,Hardcore
78,cr-089,Thou (2),Thou (2),Inconsolable,Community Records (3),"LP, EP, Ltd, Whi",5,2018,12305644,Vinyl,8/4/18 8:31,,,,10,,14.99,19,27.47,Metal,Sludge Metal
53,"SPIN045, OPLP264",Mournful Congregation,Mournful Congregation,The Book Of Kings,"20 Buck Spin, Osmose Productions","2xLP, Album, RP",,2018,13018313,Vinyl,5/27/19 12:39,,,,16,,15,19.75,26.3,Metal,Doom Metal
66,RR7360,Pig Destroyer,Pig Destroyer,Head Cage,Relapse Records,"LP, Album, Ltd, Cle",,2018,12476306,Vinyl,1/11/19 17:22,,,,26,,15,22.99,29.98,Metal,Grindcore
40,SBR205,Thou (2),Thou (2),Magus,Sacred Bones Records,"2xLP, Album",,2018,12448098,Vinyl,6/13/19 6:23,,,,25,,15,28.27,31.11,Metal,Sludge Metal
86,DDR202LP,Skeletal Remains (3),Skeletal Remains (3),Devouring Mortality,Dark Descent Records,"LP, Album",,2018,11885146,Vinyl,6/9/18 22:05,,,,18,,16,21.25,26.13,Metal,Death Metal
44,SOUL0051,Wiegedood,Wiegedood,De Doden Hebben Het Goed,Consouling Sounds,"LP, Album, RP, Sol",,2018,12060685,Vinyl,6/9/19 11:25,,,,20,Yes,16.85,18.25,24.99,Metal,Black Metal
67,RR7238,Pig Destroyer,Pig Destroyer,Prowler In The Yard,Relapse Records,"LP, Album, Ltd, RE, RM, Bee",,2018,12423818,Vinyl,1/11/19 17:21,,,,23,,16.99,22.85,24.99,Metal,Grindcore
30,YOTZ#2017-001,Tomb Mold,Tomb Mold,Primordial Malignity,Blood Harvest,"LP, Album, RP, Ora",,2018,12692617,Vinyl,7/21/19 20:23,,,,21,Yes,17.78,23.88,38.89,Metal,Death Metal
35,EAL063,Deathspell Omega,Deathspell Omega,Inquisitors Of Satan,End All Life Productions,"LP, Album, RE",,2018,13073096,Vinyl,7/21/19 20:19,,,,22,No,18.18,21.5,27.99,Metal,Black Metal
81,HH666-08,Isis (6),Isis (6),Mosquito Control ,Hydra Head Records,"12"", EP, Ltd, RE, RM, Cle",5,2018,11618982,Vinyl,8/4/18 8:23,,,,17,,20,22,33.52,Metal,Post Metal
97,6.03E+11,Lorde,Lorde,Melodrama,Universal Music Group New Zealand,"LP, Album, Dlx, Blu",5,2018,11816030,Vinyl,4/10/18 19:55,,,,31,,20,34.99,69.99,Pop,Pop
48,NED008LP,Deathspell Omega,Deathspell Omega,Kénôse,Norma Evangelium Diaboli,"LP, RE",,2018,12403873,Vinyl,5/27/19 12:41,,,,25,,20.87,23.08,28,Metal,Black Metal
7,"INDIE168RSD1, INDIE168RSD2",Cult Of Luna And Julie Christmas,Cult Of Luna,Mariner Live (At De Kreun – Belgium),"Indie Recordings, Indie Recordings","2xLP, Album, Ltd, Cry",,2018,11890872,Vinyl,2/22/20 16:10,,,,30,,21.97,25,40,Metal,Post Metal
24,"BR054LP, NVP085LP",Eneferens,Eneferens,The Bleakness Of Our Constant,"Bindrune Recordings, Nordvis Produktion","LP, Album, Pur",,2018,12811677,Vinyl,7/21/19 20:26,,,,17,Yes,21.99,26.56,28.89,Metal,Black Metal
95,"NVP074LP, BR050LP",Panopticon (6),Panopticon (6),The Scars Of Man On The Once Nameless Wilderness Part 2,"Nordvis Produktion, Bindrune Recordings","2xLP, Album, Gre",5,2018,11828180,Vinyl,4/10/18 20:26,,,,30,,22,32.61,49.98,Metal,Black Metal
74,SPIN101LP,Tomb Mold,Tomb Mold,Manor Of Infinite Forms,20 Buck Spin,"LP, Album, Ltd, Ora",,2018,12090041,Vinyl,8/16/18 12:47,,,,15,,23.4,35,50,Metal,Death Metal
34,PROS 103441,Skeletonwitch,Skeletonwitch,Forever Abomination,Prosthetic Records,"LP, Ltd, RE, Gre",,2018,12002077,Vinyl,7/21/19 20:20,,,,18,,23.99,25.6,29.99,Metal,Death Metal
54,relic85,Yellow Eyes (2),Yellow Eyes (2),Hammer of Night,Gilead Media,"LP, Album, RE",,2018,13109132,Vinyl,5/27/19 12:38,,,,18,,23.99,24.65,25.99,Metal,Black Metal
94,"NVP073LP, BR050LP",Panopticon (6),Panopticon (6),The Scars Of Man On The Once Nameless Wilderness Part 1,"Nordvis Produktion, Bindrune Recordings","2xLP, Album, Gre",5,2018,11828130,Vinyl,4/10/18 20:26,,,,30,,25,32.99,48.99,Metal,Black Metal
103,MOSH263LPUS,Cult Of Luna,Cult Of Luna,The Beyond,Earache,"2xLP, Album, Ltd, RE, Sil",5,2018,11538292,Vinyl,2/18/18 16:05,,,,32,,26.19,27.83,29.47,Metal,Post Metal
70,CCA059,Vein (14),Vein (14),Errorzone,Closed Casket Activities,"LP, Album, Ltd, Roy",,2018,12168836,Vinyl,12/18/18 14:37,,,,13,,28,36.5,43,Metal,Hardcore
96,"NVP034LP, BR034LP",Panopticon (6),Panopticon (6),Autumn Eternal,"Nordvis Produktion, Bindrune Recordings","2xLP, Album, RE, Gol",5,2018,11706297,Vinyl,4/10/18 20:26,,,,30,,34.99,34.99,39.99,Metal,Black Metal
45,CLO 0903,Icarus Witch,Icarus Witch,Goodbye Cruel World,Cleopatra,"LP, Album, Ltd",5,2018,12995416,Vinyl,5/28/19 6:55,,,,32,,,,,Metal,Heavy Metal
408,GBR017,Bongripper,Bongripper,Terminal,Great Barrier Records (2),,,2018,,CD,,,,,5,,,,,Metal,Doom Metal
27,eld028,Krallice,Krallice,Dimensional Bleedthrough,Gilead Media,"2xLP, Album, Ltd, RE, Smo",,2019,13787631,Vinyl,7/21/19 20:25,,,,25,,14,29.74,30,Metal,Black Metal
51,"NH-057, none",Mgła,Mgła,Groza,"Northern Heritage, No Solace","LP, Album, RE, RM",,2019,13665682,Vinyl,5/27/19 12:40,,,,20,,14.94,18.09,22.72,Metal,Black Metal
28,ELD-023,Krallice,Krallice,Krallice,Gilead Media,"2xLP, Album, Ltd, RE, Smo",,2019,13787609,Vinyl,7/21/19 20:25,,,,25,,15,29.74,29.74,Metal,Black Metal
41,SOUL0081,Wiegedood,Wiegedood,De Doden Hebben Het Goed II ,Consouling Sounds,"LP, RP, sol",,2019,13749488,Vinyl,6/13/19 6:20,,,,20,Yes,16.48,16.48,19.78,Metal,Black Metal
